Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 197, Devices participated 10, Average loss 0.047, Central accuracy on global test data 93.440, Ensemble accuracy on global test data 91.045, Local accuracy on global train data 61.899, Local accuracy on local train data 98.667
Round 198, Devices participated 10, Average loss 0.039, Central accuracy on global test data 93.179, Ensemble accuracy on global test data 89.971, Local accuracy on global train data 70.239, Local accuracy on local train data 98.900
Round 199, Devices participated 10, Average loss 0.075, Central accuracy on global test data 94.411, Ensemble accuracy on global test data 92.549, Local accuracy on global train data 70.723, Local accuracy on local train data 98.050
Round 200, Devices participated 10, Average loss 0.054, Central accuracy on global test data 94.812, Ensemble accuracy on global test data 91.836, Local accuracy on global train data 71.475, Local accuracy on local train data 98.550
Round 201, Devices participated 10, Average loss 0.024, Central accuracy on global test data 94.952, Ensemble accuracy on global test data 90.771, Local accuracy on global train data 74.368, Local accuracy on local train data 99.233
Round 202, Devices participated 10, Average loss 0.026, Central accuracy on global test data 94.541, Ensemble accuracy on global test data 91.875, Local accuracy on global train data 69.570, Local accuracy on local train data 99.067
Round 203, Devices participated 10, Average loss 0.044, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 90.830, Local accuracy on global train data 67.637, Local accuracy on local train data 98.683
Round 204, Devices participated 10, Average loss 0.117, Central accuracy on global test data 95.182, Ensemble accuracy on global test data 92.246, Local accuracy on global train data 66.079, Local accuracy on local train data 96.433
Round 205, Devices participated 10, Average loss 0.045, Central accuracy on global test data 94.661, Ensemble accuracy on global test data 91.689, Local accuracy on global train data 70.056, Local accuracy on local train data 98.533
Round 206, Devices participated 10, Average loss 0.043, Central accuracy on global test data 94.772, Ensemble accuracy on global test data 91.299, Local accuracy on global train data 69.412, Local accuracy on local train data 98.917
Round 207, Devices participated 10, Average loss 0.118, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 88.105, Local accuracy on global train data 65.906, Local accuracy on local train data 97.033
Round 208, Devices participated 10, Average loss 0.084, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 91.797, Local accuracy on global train data 70.320, Local accuracy on local train data 98.083
Round 209, Devices participated 10, Average loss 0.029, Central accuracy on global test data 95.152, Ensemble accuracy on global test data 92.012, Local accuracy on global train data 70.874, Local accuracy on local train data 99.183
Round 210, Devices participated 10, Average loss 0.032, Central accuracy on global test data 94.421, Ensemble accuracy on global test data 90.547, Local accuracy on global train data 76.450, Local accuracy on local train data 98.967
Round 211, Devices participated 10, Average loss 0.027, Central accuracy on global test data 94.341, Ensemble accuracy on global test data 92.119, Local accuracy on global train data 72.231, Local accuracy on local train data 99.200
Round 212, Devices participated 10, Average loss 0.091, Central accuracy on global test data 94.281, Ensemble accuracy on global test data 92.061, Local accuracy on global train data 69.077, Local accuracy on local train data 98.067
Round 213, Devices participated 10, Average loss 0.036, Central accuracy on global test data 94.712, Ensemble accuracy on global test data 92.246, Local accuracy on global train data 74.812, Local accuracy on local train data 99.017
Round 214, Devices participated 10, Average loss 0.073, Central accuracy on global test data 94.812, Ensemble accuracy on global test data 91.963, Local accuracy on global train data 68.232, Local accuracy on local train data 97.983
Round 215, Devices participated 10, Average loss 0.066, Central accuracy on global test data 94.892, Ensemble accuracy on global test data 88.359, Local accuracy on global train data 68.787, Local accuracy on local train data 98.050
Round 216, Devices participated 10, Average loss 0.053, Central accuracy on global test data 94.261, Ensemble accuracy on global test data 90.742, Local accuracy on global train data 74.397, Local accuracy on local train data 98.450
Round 217, Devices participated 10, Average loss 0.022, Central accuracy on global test data 93.960, Ensemble accuracy on global test data 88.145, Local accuracy on global train data 72.598, Local accuracy on local train data 99.400
Round 218, Devices participated 10, Average loss 0.026, Central accuracy on global test data 94.091, Ensemble accuracy on global test data 87.666, Local accuracy on global train data 73.938, Local accuracy on local train data 99.283
Round 219, Devices participated 10, Average loss 0.045, Central accuracy on global test data 94.862, Ensemble accuracy on global test data 86.689, Local accuracy on global train data 69.973, Local accuracy on local train data 98.850
Round 220, Devices participated 10, Average loss 0.034, Central accuracy on global test data 94.531, Ensemble accuracy on global test data 92.383, Local accuracy on global train data 76.716, Local accuracy on local train data 99.100
Round 221, Devices participated 10, Average loss 0.076, Central accuracy on global test data 95.182, Ensemble accuracy on global test data 92.188, Local accuracy on global train data 73.420, Local accuracy on local train data 97.917
Round 222, Devices participated 10, Average loss 0.030, Central accuracy on global test data 94.852, Ensemble accuracy on global test data 89.648, Local accuracy on global train data 72.332, Local accuracy on local train data 99.250
Round 223, Devices participated 10, Average loss 0.052, Central accuracy on global test data 94.531, Ensemble accuracy on global test data 92.393, Local accuracy on global train data 74.136, Local accuracy on local train data 98.367
Round 224, Devices participated 10, Average loss 0.028, Central accuracy on global test data 95.282, Ensemble accuracy on global test data 92.070, Local accuracy on global train data 70.356, Local accuracy on local train data 99.317
Round 225, Devices participated 10, Average loss 0.036, Central accuracy on global test data 94.351, Ensemble accuracy on global test data 91.553, Local accuracy on global train data 71.418, Local accuracy on local train data 98.967
Round 226, Devices participated 10, Average loss 0.072, Central accuracy on global test data 94.712, Ensemble accuracy on global test data 92.422, Local accuracy on global train data 72.869, Local accuracy on local train data 98.067
Round 227, Devices participated 10, Average loss 0.067, Central accuracy on global test data 95.483, Ensemble accuracy on global test data 91.572, Local accuracy on global train data 71.567, Local accuracy on local train data 98.300
Round 228, Devices participated 10, Average loss 0.061, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 91.152, Local accuracy on global train data 71.826, Local accuracy on local train data 98.267
Round 229, Devices participated 10, Average loss 0.042, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 92.236, Local accuracy on global train data 73.811, Local accuracy on local train data 98.750
Round 230, Devices participated 10, Average loss 0.057, Central accuracy on global test data 94.481, Ensemble accuracy on global test data 91.631, Local accuracy on global train data 73.926, Local accuracy on local train data 98.650
Round 231, Devices participated 10, Average loss 0.041, Central accuracy on global test data 94.151, Ensemble accuracy on global test data 90.898, Local accuracy on global train data 73.635, Local accuracy on local train data 98.717
Round 232, Devices participated 10, Average loss 0.102, Central accuracy on global test data 94.862, Ensemble accuracy on global test data 92.080, Local accuracy on global train data 70.452, Local accuracy on local train data 97.567
Round 233, Devices participated 10, Average loss 0.043, Central accuracy on global test data 95.252, Ensemble accuracy on global test data 92.939, Local accuracy on global train data 73.037, Local accuracy on local train data 98.750
Round 234, Devices participated 10, Average loss 0.035, Central accuracy on global test data 94.922, Ensemble accuracy on global test data 92.266, Local accuracy on global train data 71.758, Local accuracy on local train data 99.033
Round 235, Devices participated 10, Average loss 0.020, Central accuracy on global test data 94.902, Ensemble accuracy on global test data 92.109, Local accuracy on global train data 75.408, Local accuracy on local train data 99.367
Round 236, Devices participated 10, Average loss 0.047, Central accuracy on global test data 94.631, Ensemble accuracy on global test data 91.641, Local accuracy on global train data 71.704, Local accuracy on local train data 98.767
Round 237, Devices participated 10, Average loss 0.073, Central accuracy on global test data 95.162, Ensemble accuracy on global test data 89.629, Local accuracy on global train data 68.232, Local accuracy on local train data 98.017
Round 238, Devices participated 10, Average loss 0.031, Central accuracy on global test data 94.982, Ensemble accuracy on global test data 91.377, Local accuracy on global train data 76.309, Local accuracy on local train data 99.117
Round 239, Devices participated 10, Average loss 0.038, Central accuracy on global test data 95.042, Ensemble accuracy on global test data 91.143, Local accuracy on global train data 71.936, Local accuracy on local train data 98.950
Round 240, Devices participated 10, Average loss 0.074, Central accuracy on global test data 95.242, Ensemble accuracy on global test data 92.441, Local accuracy on global train data 72.158, Local accuracy on local train data 98.217
Round 241, Devices participated 10, Average loss 0.038, Central accuracy on global test data 95.212, Ensemble accuracy on global test data 92.129, Local accuracy on global train data 72.490, Local accuracy on local train data 98.917
Round 242, Devices participated 10, Average loss 0.049, Central accuracy on global test data 94.812, Ensemble accuracy on global test data 91.338, Local accuracy on global train data 74.727, Local accuracy on local train data 98.617
Round 243, Devices participated 10, Average loss 0.073, Central accuracy on global test data 94.411, Ensemble accuracy on global test data 91.924, Local accuracy on global train data 71.609, Local accuracy on local train data 98.017
Round 244, Devices participated 10, Average loss 0.047, Central accuracy on global test data 95.363, Ensemble accuracy on global test data 92.979, Local accuracy on global train data 73.687, Local accuracy on local train data 98.800
Round 245, Devices participated 10, Average loss 0.030, Central accuracy on global test data 95.072, Ensemble accuracy on global test data 93.018, Local accuracy on global train data 70.625, Local accuracy on local train data 99.117
Round 246, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.052, Ensemble accuracy on global test data 91.504, Local accuracy on global train data 77.656, Local accuracy on local train data 99.300
Round 247, Devices participated 10, Average loss 0.070, Central accuracy on global test data 94.591, Ensemble accuracy on global test data 90.566, Local accuracy on global train data 72.083, Local accuracy on local train data 98.267
Round 248, Devices participated 10, Average loss 0.020, Central accuracy on global test data 94.832, Ensemble accuracy on global test data 91.670, Local accuracy on global train data 77.791, Local accuracy on local train data 99.367
Round 249, Devices participated 10, Average loss 0.046, Central accuracy on global test data 94.581, Ensemble accuracy on global test data 91.221, Local accuracy on global train data 73.069, Local accuracy on local train data 98.717
Round 250, Devices participated 10, Average loss 0.053, Central accuracy on global test data 93.930, Ensemble accuracy on global test data 89.375, Local accuracy on global train data 71.733, Local accuracy on local train data 98.533
Round 251, Devices participated 10, Average loss 0.030, Central accuracy on global test data 95.092, Ensemble accuracy on global test data 91.816, Local accuracy on global train data 76.064, Local accuracy on local train data 99.183
Round 252, Devices participated 10, Average loss 0.039, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 90.527, Local accuracy on global train data 74.919, Local accuracy on local train data 98.767
Round 253, Devices participated 10, Average loss 0.069, Central accuracy on global test data 94.742, Ensemble accuracy on global test data 92.646, Local accuracy on global train data 72.715, Local accuracy on local train data 98.183
Round 254, Devices participated 10, Average loss 0.045, Central accuracy on global test data 95.112, Ensemble accuracy on global test data 92.764, Local accuracy on global train data 75.708, Local accuracy on local train data 98.783
Round 255, Devices participated 10, Average loss 0.057, Central accuracy on global test data 95.172, Ensemble accuracy on global test data 92.715, Local accuracy on global train data 71.194, Local accuracy on local train data 98.133
Round 256, Devices participated 10, Average loss 0.025, Central accuracy on global test data 93.770, Ensemble accuracy on global test data 90.205, Local accuracy on global train data 73.215, Local accuracy on local train data 99.367
Round 257, Devices participated 10, Average loss 0.037, Central accuracy on global test data 94.481, Ensemble accuracy on global test data 90.459, Local accuracy on global train data 81.562, Local accuracy on local train data 98.883
Round 258, Devices participated 10, Average loss 0.057, Central accuracy on global test data 93.379, Ensemble accuracy on global test data 89.941, Local accuracy on global train data 74.219, Local accuracy on local train data 98.317
Round 259, Devices participated 10, Average loss 0.045, Central accuracy on global test data 94.010, Ensemble accuracy on global test data 91.865, Local accuracy on global train data 74.700, Local accuracy on local train data 98.717
Round 260, Devices participated 10, Average loss 0.058, Central accuracy on global test data 94.231, Ensemble accuracy on global test data 90.771, Local accuracy on global train data 76.919, Local accuracy on local train data 98.417
Round 261, Devices participated 10, Average loss 0.048, Central accuracy on global test data 93.199, Ensemble accuracy on global test data 92.383, Local accuracy on global train data 73.479, Local accuracy on local train data 98.767
Round 262, Devices participated 10, Average loss 0.056, Central accuracy on global test data 92.929, Ensemble accuracy on global test data 93.135, Local accuracy on global train data 74.587, Local accuracy on local train data 98.633
Round 263, Devices participated 10, Average loss 0.031, Central accuracy on global test data 93.419, Ensemble accuracy on global test data 91.641, Local accuracy on global train data 75.251, Local accuracy on local train data 99.117
Round 264, Devices participated 10, Average loss 0.031, Central accuracy on global test data 94.922, Ensemble accuracy on global test data 92.568, Local accuracy on global train data 71.743, Local accuracy on local train data 99.200
Round 265, Devices participated 10, Average loss 0.028, Central accuracy on global test data 95.312, Ensemble accuracy on global test data 93.301, Local accuracy on global train data 74.531, Local accuracy on local train data 99.283
Round 266, Devices participated 10, Average loss 0.034, Central accuracy on global test data 95.563, Ensemble accuracy on global test data 91.416, Local accuracy on global train data 71.628, Local accuracy on local train data 98.900
Round 267, Devices participated 10, Average loss 0.021, Central accuracy on global test data 95.323, Ensemble accuracy on global test data 91.943, Local accuracy on global train data 75.078, Local accuracy on local train data 99.467
Round 268, Devices participated 10, Average loss 0.079, Central accuracy on global test data 95.052, Ensemble accuracy on global test data 88.965, Local accuracy on global train data 69.753, Local accuracy on local train data 97.750
Round 269, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.142, Ensemble accuracy on global test data 92.334, Local accuracy on global train data 76.570, Local accuracy on local train data 99.300
Round 270, Devices participated 10, Average loss 0.033, Central accuracy on global test data 94.992, Ensemble accuracy on global test data 93.193, Local accuracy on global train data 77.336, Local accuracy on local train data 99.100
Round 271, Devices participated 10, Average loss 0.034, Central accuracy on global test data 95.192, Ensemble accuracy on global test data 90.342, Local accuracy on global train data 75.603, Local accuracy on local train data 99.183
Round 272, Devices participated 10, Average loss 0.028, Central accuracy on global test data 95.092, Ensemble accuracy on global test data 90.361, Local accuracy on global train data 75.144, Local accuracy on local train data 99.083
Round 273, Devices participated 10, Average loss 0.085, Central accuracy on global test data 95.222, Ensemble accuracy on global test data 92.529, Local accuracy on global train data 82.029, Local accuracy on local train data 98.067
Round 274, Devices participated 10, Average loss 0.034, Central accuracy on global test data 95.453, Ensemble accuracy on global test data 92.197, Local accuracy on global train data 73.689, Local accuracy on local train data 98.967
Round 275, Devices participated 10, Average loss 0.014, Central accuracy on global test data 95.633, Ensemble accuracy on global test data 91.543, Local accuracy on global train data 81.113, Local accuracy on local train data 99.733
Round 276, Devices participated 10, Average loss 0.078, Central accuracy on global test data 95.383, Ensemble accuracy on global test data 91.777, Local accuracy on global train data 75.276, Local accuracy on local train data 98.167
Round 277, Devices participated 10, Average loss 0.107, Central accuracy on global test data 95.503, Ensemble accuracy on global test data 92.598, Local accuracy on global train data 72.573, Local accuracy on local train data 97.367
Round 278, Devices participated 10, Average loss 0.036, Central accuracy on global test data 95.453, Ensemble accuracy on global test data 92.666, Local accuracy on global train data 75.261, Local accuracy on local train data 98.900
Round 279, Devices participated 10, Average loss 0.084, Central accuracy on global test data 95.323, Ensemble accuracy on global test data 92.578, Local accuracy on global train data 71.121, Local accuracy on local train data 97.850
Round 280, Devices participated 10, Average loss 0.049, Central accuracy on global test data 95.443, Ensemble accuracy on global test data 92.129, Local accuracy on global train data 80.239, Local accuracy on local train data 99.183
Round 281, Devices participated 10, Average loss 0.091, Central accuracy on global test data 95.733, Ensemble accuracy on global test data 92.725, Local accuracy on global train data 75.469, Local accuracy on local train data 97.750
Round 282, Devices participated 10, Average loss 0.012, Central accuracy on global test data 95.633, Ensemble accuracy on global test data 93.027, Local accuracy on global train data 79.724, Local accuracy on local train data 99.667
Round 283, Devices participated 10, Average loss 0.055, Central accuracy on global test data 95.743, Ensemble accuracy on global test data 92.920, Local accuracy on global train data 73.853, Local accuracy on local train data 98.483
Round 284, Devices participated 10, Average loss 0.035, Central accuracy on global test data 95.603, Ensemble accuracy on global test data 90.049, Local accuracy on global train data 75.337, Local accuracy on local train data 99.017
Round 285, Devices participated 10, Average loss 0.033, Central accuracy on global test data 95.683, Ensemble accuracy on global test data 93.193, Local accuracy on global train data 72.766, Local accuracy on local train data 99.100
Round 286, Devices participated 10, Average loss 0.030, Central accuracy on global test data 95.453, Ensemble accuracy on global test data 92.949, Local accuracy on global train data 77.021, Local accuracy on local train data 99.133
Round 287, Devices participated 10, Average loss 0.037, Central accuracy on global test data 95.383, Ensemble accuracy on global test data 92.246, Local accuracy on global train data 78.394, Local accuracy on local train data 98.967
Round 288, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.753, Ensemble accuracy on global test data 92.949, Local accuracy on global train data 81.736, Local accuracy on local train data 99.283
Round 289, Devices participated 10, Average loss 0.022, Central accuracy on global test data 95.653, Ensemble accuracy on global test data 92.080, Local accuracy on global train data 78.140, Local accuracy on local train data 99.367
Round 290, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.563, Ensemble accuracy on global test data 93.496, Local accuracy on global train data 81.367, Local accuracy on local train data 99.233
Round 291, Devices participated 10, Average loss 0.013, Central accuracy on global test data 95.463, Ensemble accuracy on global test data 91.250, Local accuracy on global train data 79.255, Local accuracy on local train data 99.667
Round 292, Devices participated 10, Average loss 0.025, Central accuracy on global test data 95.673, Ensemble accuracy on global test data 92.529, Local accuracy on global train data 84.551, Local accuracy on local train data 99.350
Round 293, Devices participated 10, Average loss 0.036, Central accuracy on global test data 95.583, Ensemble accuracy on global test data 92.949, Local accuracy on global train data 74.551, Local accuracy on local train data 98.850
Round 294, Devices participated 10, Average loss 0.033, Central accuracy on global test data 95.583, Ensemble accuracy on global test data 93.262, Local accuracy on global train data 77.402, Local accuracy on local train data 99.067
Round 295, Devices participated 10, Average loss 0.025, Central accuracy on global test data 94.591, Ensemble accuracy on global test data 92.158, Local accuracy on global train data 77.410, Local accuracy on local train data 99.267
Round 296, Devices participated 10, Average loss 0.022, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 92.080, Local accuracy on global train data 83.911, Local accuracy on local train data 99.383
Round 297, Devices participated 10, Average loss 0.019, Central accuracy on global test data 93.510, Ensemble accuracy on global test data 92.451, Local accuracy on global train data 77.021, Local accuracy on local train data 99.467
Round 298, Devices participated 10, Average loss 0.046, Central accuracy on global test data 93.930, Ensemble accuracy on global test data 92.695, Local accuracy on global train data 73.247, Local accuracy on local train data 98.667
Round 299, Devices participated 10, Average loss 0.018, Central accuracy on global test data 94.631, Ensemble accuracy on global test data 91.914, Local accuracy on global train data 81.262, Local accuracy on local train data 99.517
Round 300, Devices participated 10, Average loss 0.056, Central accuracy on global test data 94.131, Ensemble accuracy on global test data 92.803, Local accuracy on global train data 72.910, Local accuracy on local train data 98.367
Round 301, Devices participated 10, Average loss 0.071, Central accuracy on global test data 94.752, Ensemble accuracy on global test data 93.389, Local accuracy on global train data 77.673, Local accuracy on local train data 98.200
Round 302, Devices participated 10, Average loss 0.060, Central accuracy on global test data 95.753, Ensemble accuracy on global test data 84.863, Local accuracy on global train data 70.288, Local accuracy on local train data 98.333
Round 303, Devices participated 10, Average loss 0.022, Central accuracy on global test data 95.493, Ensemble accuracy on global test data 90.430, Local accuracy on global train data 77.827, Local accuracy on local train data 99.250
Round 304, Devices participated 10, Average loss 0.062, Central accuracy on global test data 95.643, Ensemble accuracy on global test data 93.135, Local accuracy on global train data 75.520, Local accuracy on local train data 98.400
Round 305, Devices participated 10, Average loss 0.102, Central accuracy on global test data 95.333, Ensemble accuracy on global test data 92.217, Local accuracy on global train data 73.293, Local accuracy on local train data 97.417
Round 306, Devices participated 10, Average loss 0.049, Central accuracy on global test data 95.623, Ensemble accuracy on global test data 93.164, Local accuracy on global train data 74.717, Local accuracy on local train data 98.700
Round 307, Devices participated 10, Average loss 0.032, Central accuracy on global test data 95.022, Ensemble accuracy on global test data 89.424, Local accuracy on global train data 72.307, Local accuracy on local train data 99.217
Round 308, Devices participated 10, Average loss 0.058, Central accuracy on global test data 95.262, Ensemble accuracy on global test data 93.262, Local accuracy on global train data 76.270, Local accuracy on local train data 98.333
Round 309, Devices participated 10, Average loss 0.017, Central accuracy on global test data 95.503, Ensemble accuracy on global test data 90.947, Local accuracy on global train data 77.705, Local accuracy on local train data 99.467
Round 310, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.252, Ensemble accuracy on global test data 93.057, Local accuracy on global train data 77.742, Local accuracy on local train data 99.283
Round 311, Devices participated 10, Average loss 0.042, Central accuracy on global test data 94.431, Ensemble accuracy on global test data 93.027, Local accuracy on global train data 75.884, Local accuracy on local train data 98.717
Round 312, Devices participated 10, Average loss 0.023, Central accuracy on global test data 94.211, Ensemble accuracy on global test data 93.213, Local accuracy on global train data 78.608, Local accuracy on local train data 99.283
Round 313, Devices participated 10, Average loss 0.028, Central accuracy on global test data 94.862, Ensemble accuracy on global test data 92.363, Local accuracy on global train data 81.194, Local accuracy on local train data 99.200
Round 314, Devices participated 10, Average loss 0.043, Central accuracy on global test data 95.012, Ensemble accuracy on global test data 92.969, Local accuracy on global train data 74.258, Local accuracy on local train data 98.833
Round 315, Devices participated 10, Average loss 0.019, Central accuracy on global test data 94.461, Ensemble accuracy on global test data 91.113, Local accuracy on global train data 77.195, Local accuracy on local train data 99.400
Round 316, Devices participated 10, Average loss 0.022, Central accuracy on global test data 94.571, Ensemble accuracy on global test data 93.232, Local accuracy on global train data 81.187, Local accuracy on local train data 99.350
Round 317, Devices participated 10, Average loss 0.078, Central accuracy on global test data 94.882, Ensemble accuracy on global test data 92.197, Local accuracy on global train data 78.599, Local accuracy on local train data 97.800
Round 318, Devices participated 10, Average loss 0.025, Central accuracy on global test data 95.272, Ensemble accuracy on global test data 90.635, Local accuracy on global train data 80.835, Local accuracy on local train data 99.283
Round 319, Devices participated 10, Average loss 0.026, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 90.967, Local accuracy on global train data 78.733, Local accuracy on local train data 99.300
Round 320, Devices participated 10, Average loss 0.059, Central accuracy on global test data 94.792, Ensemble accuracy on global test data 92.734, Local accuracy on global train data 76.233, Local accuracy on local train data 98.483
Round 321, Devices participated 10, Average loss 0.060, Central accuracy on global test data 95.052, Ensemble accuracy on global test data 92.822, Local accuracy on global train data 79.395, Local accuracy on local train data 98.117
Round 322, Devices participated 10, Average loss 0.048, Central accuracy on global test data 95.323, Ensemble accuracy on global test data 90.732, Local accuracy on global train data 76.067, Local accuracy on local train data 98.733
Round 323, Devices participated 10, Average loss 0.047, Central accuracy on global test data 95.363, Ensemble accuracy on global test data 91.816, Local accuracy on global train data 79.172, Local accuracy on local train data 98.667
Round 324, Devices participated 10, Average loss 0.023, Central accuracy on global test data 95.503, Ensemble accuracy on global test data 92.705, Local accuracy on global train data 81.084, Local accuracy on local train data 99.367
Round 325, Devices participated 10, Average loss 0.040, Central accuracy on global test data 95.533, Ensemble accuracy on global test data 92.002, Local accuracy on global train data 76.514, Local accuracy on local train data 98.767
Round 326, Devices participated 10, Average loss 0.040, Central accuracy on global test data 95.523, Ensemble accuracy on global test data 91.338, Local accuracy on global train data 79.756, Local accuracy on local train data 98.883
Round 327, Devices participated 10, Average loss 0.013, Central accuracy on global test data 95.553, Ensemble accuracy on global test data 93.721, Local accuracy on global train data 83.550, Local accuracy on local train data 99.633
Round 328, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.034, Ensemble accuracy on global test data 93.477, Local accuracy on global train data 75.415, Local accuracy on local train data 99.450
Round 329, Devices participated 10, Average loss 0.031, Central accuracy on global test data 95.112, Ensemble accuracy on global test data 91.611, Local accuracy on global train data 77.864, Local accuracy on local train data 99.267
Round 330, Devices participated 10, Average loss 0.021, Central accuracy on global test data 95.974, Ensemble accuracy on global test data 93.018, Local accuracy on global train data 80.334, Local accuracy on local train data 99.467
Round 331, Devices participated 10, Average loss 0.028, Central accuracy on global test data 96.124, Ensemble accuracy on global test data 93.633, Local accuracy on global train data 76.768, Local accuracy on local train data 99.150
Round 332, Devices participated 10, Average loss 0.029, Central accuracy on global test data 96.034, Ensemble accuracy on global test data 92.646, Local accuracy on global train data 75.056, Local accuracy on local train data 99.200
Round 333, Devices participated 10, Average loss 0.041, Central accuracy on global test data 95.783, Ensemble accuracy on global test data 93.184, Local accuracy on global train data 75.681, Local accuracy on local train data 98.867
Round 334, Devices participated 10, Average loss 0.036, Central accuracy on global test data 95.753, Ensemble accuracy on global test data 93.711, Local accuracy on global train data 76.670, Local accuracy on local train data 98.767
Round 335, Devices participated 10, Average loss 0.055, Central accuracy on global test data 96.034, Ensemble accuracy on global test data 93.115, Local accuracy on global train data 76.829, Local accuracy on local train data 98.550
Round 336, Devices participated 10, Average loss 0.018, Central accuracy on global test data 96.224, Ensemble accuracy on global test data 91.064, Local accuracy on global train data 79.648, Local accuracy on local train data 99.517
Round 337, Devices participated 10, Average loss 0.039, Central accuracy on global test data 95.733, Ensemble accuracy on global test data 92.852, Local accuracy on global train data 77.458, Local accuracy on local train data 98.933
Round 338, Devices participated 10, Average loss 0.036, Central accuracy on global test data 95.082, Ensemble accuracy on global test data 93.721, Local accuracy on global train data 81.318, Local accuracy on local train data 99.033
Round 339, Devices participated 10, Average loss 0.038, Central accuracy on global test data 95.583, Ensemble accuracy on global test data 89.678, Local accuracy on global train data 76.638, Local accuracy on local train data 98.850
Round 340, Devices participated 10, Average loss 0.050, Central accuracy on global test data 95.503, Ensemble accuracy on global test data 92.910, Local accuracy on global train data 79.680, Local accuracy on local train data 98.733
Round 341, Devices participated 10, Average loss 0.040, Central accuracy on global test data 96.034, Ensemble accuracy on global test data 90.732, Local accuracy on global train data 78.071, Local accuracy on local train data 98.983
Round 342, Devices participated 10, Average loss 0.046, Central accuracy on global test data 95.683, Ensemble accuracy on global test data 93.887, Local accuracy on global train data 76.890, Local accuracy on local train data 98.567
Round 343, Devices participated 10, Average loss 0.058, Central accuracy on global test data 95.613, Ensemble accuracy on global test data 93.145, Local accuracy on global train data 81.304, Local accuracy on local train data 98.217
Round 344, Devices participated 10, Average loss 0.028, Central accuracy on global test data 96.134, Ensemble accuracy on global test data 93.125, Local accuracy on global train data 79.565, Local accuracy on local train data 99.417
Round 345, Devices participated 10, Average loss 0.018, Central accuracy on global test data 95.583, Ensemble accuracy on global test data 91.318, Local accuracy on global train data 79.470, Local accuracy on local train data 99.650
Round 346, Devices participated 10, Average loss 0.014, Central accuracy on global test data 95.403, Ensemble accuracy on global test data 93.271, Local accuracy on global train data 85.088, Local accuracy on local train data 99.500
Round 347, Devices participated 10, Average loss 0.031, Central accuracy on global test data 95.413, Ensemble accuracy on global test data 92.949, Local accuracy on global train data 82.148, Local accuracy on local train data 99.167
Round 348, Devices participated 10, Average loss 0.020, Central accuracy on global test data 95.773, Ensemble accuracy on global test data 92.549, Local accuracy on global train data 84.719, Local accuracy on local train data 99.450
Round 349, Devices participated 10, Average loss 0.048, Central accuracy on global test data 95.984, Ensemble accuracy on global test data 93.232, Local accuracy on global train data 78.645, Local accuracy on local train data 98.767
Round 350, Devices participated 10, Average loss 0.053, Central accuracy on global test data 95.873, Ensemble accuracy on global test data 93.477, Local accuracy on global train data 80.391, Local accuracy on local train data 98.583
Round 351, Devices participated 10, Average loss 0.057, Central accuracy on global test data 95.603, Ensemble accuracy on global test data 91.777, Local accuracy on global train data 75.420, Local accuracy on local train data 98.450
Round 352, Devices participated 10, Average loss 0.025, Central accuracy on global test data 95.663, Ensemble accuracy on global test data 93.184, Local accuracy on global train data 82.168, Local accuracy on local train data 99.317
Round 353, Devices participated 10, Average loss 0.032, Central accuracy on global test data 95.433, Ensemble accuracy on global test data 92.598, Local accuracy on global train data 82.405, Local accuracy on local train data 99.133
Round 354, Devices participated 10, Average loss 0.022, Central accuracy on global test data 96.004, Ensemble accuracy on global test data 93.828, Local accuracy on global train data 82.024, Local accuracy on local train data 99.400
Round 355, Devices participated 10, Average loss 0.039, Central accuracy on global test data 96.084, Ensemble accuracy on global test data 90.801, Local accuracy on global train data 77.163, Local accuracy on local train data 99.117
Round 356, Devices participated 10, Average loss 0.017, Central accuracy on global test data 96.054, Ensemble accuracy on global test data 93.340, Local accuracy on global train data 80.461, Local accuracy on local train data 99.433
Round 357, Devices participated 10, Average loss 0.022, Central accuracy on global test data 96.044, Ensemble accuracy on global test data 93.174, Local accuracy on global train data 83.965, Local accuracy on local train data 99.350
Round 358, Devices participated 10, Average loss 0.039, Central accuracy on global test data 95.773, Ensemble accuracy on global test data 92.783, Local accuracy on global train data 78.816, Local accuracy on local train data 98.850
Round 359, Devices participated 10, Average loss 0.027, Central accuracy on global test data 96.314, Ensemble accuracy on global test data 93.564, Local accuracy on global train data 79.839, Local accuracy on local train data 99.200
