Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 163, Devices participated 10, Average loss 0.036, Central accuracy on global test data 93.820, Ensemble accuracy on global test data 90.479, Local accuracy on global train data 65.869, Local accuracy on local train data 99.017
Round 164, Devices participated 10, Average loss 0.066, Central accuracy on global test data 94.040, Ensemble accuracy on global test data 89.160, Local accuracy on global train data 65.022, Local accuracy on local train data 98.050
Round 165, Devices participated 10, Average loss 0.026, Central accuracy on global test data 93.760, Ensemble accuracy on global test data 90.137, Local accuracy on global train data 63.389, Local accuracy on local train data 99.233
Round 166, Devices participated 10, Average loss 0.039, Central accuracy on global test data 94.391, Ensemble accuracy on global test data 86.113, Local accuracy on global train data 66.611, Local accuracy on local train data 98.783
Round 167, Devices participated 10, Average loss 0.054, Central accuracy on global test data 93.950, Ensemble accuracy on global test data 91.953, Local accuracy on global train data 68.345, Local accuracy on local train data 98.500
Round 168, Devices participated 10, Average loss 0.043, Central accuracy on global test data 94.111, Ensemble accuracy on global test data 90.371, Local accuracy on global train data 68.215, Local accuracy on local train data 98.717
Round 169, Devices participated 10, Average loss 0.031, Central accuracy on global test data 94.351, Ensemble accuracy on global test data 90.566, Local accuracy on global train data 68.640, Local accuracy on local train data 99.117
Round 170, Devices participated 10, Average loss 0.024, Central accuracy on global test data 94.101, Ensemble accuracy on global test data 90.762, Local accuracy on global train data 68.794, Local accuracy on local train data 99.367
Round 171, Devices participated 10, Average loss 0.056, Central accuracy on global test data 94.341, Ensemble accuracy on global test data 91.523, Local accuracy on global train data 67.678, Local accuracy on local train data 98.650
Round 172, Devices participated 10, Average loss 0.031, Central accuracy on global test data 93.920, Ensemble accuracy on global test data 90.957, Local accuracy on global train data 71.841, Local accuracy on local train data 99.083
Round 173, Devices participated 10, Average loss 0.045, Central accuracy on global test data 94.421, Ensemble accuracy on global test data 91.777, Local accuracy on global train data 67.898, Local accuracy on local train data 98.583
Round 174, Devices participated 10, Average loss 0.035, Central accuracy on global test data 94.661, Ensemble accuracy on global test data 89.785, Local accuracy on global train data 70.823, Local accuracy on local train data 99.033
Round 175, Devices participated 10, Average loss 0.035, Central accuracy on global test data 94.351, Ensemble accuracy on global test data 91.572, Local accuracy on global train data 67.046, Local accuracy on local train data 98.967
Round 176, Devices participated 10, Average loss 0.071, Central accuracy on global test data 94.281, Ensemble accuracy on global test data 88.818, Local accuracy on global train data 70.505, Local accuracy on local train data 97.967
Round 177, Devices participated 10, Average loss 0.053, Central accuracy on global test data 93.880, Ensemble accuracy on global test data 90.068, Local accuracy on global train data 68.284, Local accuracy on local train data 98.217
Round 178, Devices participated 10, Average loss 0.054, Central accuracy on global test data 93.700, Ensemble accuracy on global test data 91.553, Local accuracy on global train data 72.136, Local accuracy on local train data 98.300
Round 179, Devices participated 10, Average loss 0.043, Central accuracy on global test data 93.690, Ensemble accuracy on global test data 91.289, Local accuracy on global train data 71.055, Local accuracy on local train data 98.900
Round 180, Devices participated 10, Average loss 0.048, Central accuracy on global test data 93.900, Ensemble accuracy on global test data 88.809, Local accuracy on global train data 71.218, Local accuracy on local train data 98.717
Round 181, Devices participated 10, Average loss 0.076, Central accuracy on global test data 93.680, Ensemble accuracy on global test data 90.518, Local accuracy on global train data 70.737, Local accuracy on local train data 98.550
Round 182, Devices participated 10, Average loss 0.077, Central accuracy on global test data 93.860, Ensemble accuracy on global test data 90.449, Local accuracy on global train data 74.370, Local accuracy on local train data 97.783
Round 183, Devices participated 10, Average loss 0.052, Central accuracy on global test data 94.231, Ensemble accuracy on global test data 91.504, Local accuracy on global train data 71.519, Local accuracy on local train data 98.717
Round 184, Devices participated 10, Average loss 0.035, Central accuracy on global test data 93.500, Ensemble accuracy on global test data 91.396, Local accuracy on global train data 69.150, Local accuracy on local train data 98.967
Round 185, Devices participated 10, Average loss 0.079, Central accuracy on global test data 94.091, Ensemble accuracy on global test data 90.586, Local accuracy on global train data 69.761, Local accuracy on local train data 98.000
Round 186, Devices participated 10, Average loss 0.082, Central accuracy on global test data 94.141, Ensemble accuracy on global test data 91.396, Local accuracy on global train data 63.589, Local accuracy on local train data 97.533
Round 187, Devices participated 10, Average loss 0.065, Central accuracy on global test data 94.291, Ensemble accuracy on global test data 92.041, Local accuracy on global train data 64.109, Local accuracy on local train data 98.083
Round 188, Devices participated 10, Average loss 0.060, Central accuracy on global test data 94.441, Ensemble accuracy on global test data 90.479, Local accuracy on global train data 64.587, Local accuracy on local train data 98.233
Round 189, Devices participated 10, Average loss 0.033, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 91.445, Local accuracy on global train data 65.911, Local accuracy on local train data 99.000
Round 190, Devices participated 10, Average loss 0.085, Central accuracy on global test data 94.972, Ensemble accuracy on global test data 91.338, Local accuracy on global train data 64.734, Local accuracy on local train data 97.567
Round 191, Devices participated 10, Average loss 0.096, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 90.254, Local accuracy on global train data 72.158, Local accuracy on local train data 97.600
Round 192, Devices participated 10, Average loss 0.068, Central accuracy on global test data 94.712, Ensemble accuracy on global test data 89.141, Local accuracy on global train data 68.135, Local accuracy on local train data 98.133
