Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 163, Devices participated 10, Average loss 0.006, Central accuracy on global test data 84.716, Ensemble accuracy on global test data 82.041, Local accuracy on global train data 28.901, Local accuracy on local train data 99.850
Round 164, Devices participated 10, Average loss 0.007, Central accuracy on global test data 84.485, Ensemble accuracy on global test data 85.166, Local accuracy on global train data 36.055, Local accuracy on local train data 99.817
Round 165, Devices participated 10, Average loss 0.022, Central accuracy on global test data 84.675, Ensemble accuracy on global test data 77.852, Local accuracy on global train data 31.304, Local accuracy on local train data 99.367
Round 166, Devices participated 10, Average loss 0.017, Central accuracy on global test data 87.790, Ensemble accuracy on global test data 82.451, Local accuracy on global train data 33.760, Local accuracy on local train data 99.567
Round 167, Devices participated 10, Average loss 0.013, Central accuracy on global test data 86.739, Ensemble accuracy on global test data 65.771, Local accuracy on global train data 22.664, Local accuracy on local train data 99.567
Round 168, Devices participated 10, Average loss 0.006, Central accuracy on global test data 86.198, Ensemble accuracy on global test data 84.004, Local accuracy on global train data 41.433, Local accuracy on local train data 99.817
Round 169, Devices participated 10, Average loss 0.012, Central accuracy on global test data 84.345, Ensemble accuracy on global test data 82.314, Local accuracy on global train data 24.790, Local accuracy on local train data 99.633
Round 170, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.149, Ensemble accuracy on global test data 76.123, Local accuracy on global train data 37.424, Local accuracy on local train data 99.817
Round 171, Devices participated 10, Average loss 0.008, Central accuracy on global test data 87.530, Ensemble accuracy on global test data 79.258, Local accuracy on global train data 26.211, Local accuracy on local train data 99.817
Round 172, Devices participated 10, Average loss 0.011, Central accuracy on global test data 86.418, Ensemble accuracy on global test data 82.178, Local accuracy on global train data 24.805, Local accuracy on local train data 99.567
Round 173, Devices participated 10, Average loss 0.007, Central accuracy on global test data 86.899, Ensemble accuracy on global test data 83.809, Local accuracy on global train data 39.536, Local accuracy on local train data 99.817
Round 174, Devices participated 10, Average loss 0.023, Central accuracy on global test data 86.789, Ensemble accuracy on global test data 83.516, Local accuracy on global train data 31.362, Local accuracy on local train data 99.483
Round 175, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.690, Ensemble accuracy on global test data 66.953, Local accuracy on global train data 37.390, Local accuracy on local train data 99.817
Round 176, Devices participated 10, Average loss 0.020, Central accuracy on global test data 87.520, Ensemble accuracy on global test data 77.627, Local accuracy on global train data 34.067, Local accuracy on local train data 99.450
Round 177, Devices participated 10, Average loss 0.017, Central accuracy on global test data 85.958, Ensemble accuracy on global test data 79.033, Local accuracy on global train data 36.804, Local accuracy on local train data 99.583
Round 178, Devices participated 10, Average loss 0.012, Central accuracy on global test data 83.063, Ensemble accuracy on global test data 83.115, Local accuracy on global train data 31.479, Local accuracy on local train data 99.567
Round 179, Devices participated 10, Average loss 0.008, Central accuracy on global test data 86.929, Ensemble accuracy on global test data 75.293, Local accuracy on global train data 34.817, Local accuracy on local train data 99.800
Round 180, Devices participated 10, Average loss 0.026, Central accuracy on global test data 87.590, Ensemble accuracy on global test data 75.059, Local accuracy on global train data 29.590, Local accuracy on local train data 99.400
Round 181, Devices participated 10, Average loss 0.008, Central accuracy on global test data 88.031, Ensemble accuracy on global test data 76.445, Local accuracy on global train data 40.164, Local accuracy on local train data 99.750
Round 182, Devices participated 10, Average loss 0.011, Central accuracy on global test data 88.592, Ensemble accuracy on global test data 75.273, Local accuracy on global train data 25.322, Local accuracy on local train data 99.600
Round 183, Devices participated 10, Average loss 0.011, Central accuracy on global test data 89.764, Ensemble accuracy on global test data 85.645, Local accuracy on global train data 32.864, Local accuracy on local train data 99.683
Round 184, Devices participated 10, Average loss 0.033, Central accuracy on global test data 87.490, Ensemble accuracy on global test data 79.834, Local accuracy on global train data 51.882, Local accuracy on local train data 99.517
Round 185, Devices participated 10, Average loss 0.013, Central accuracy on global test data 85.557, Ensemble accuracy on global test data 86.309, Local accuracy on global train data 33.232, Local accuracy on local train data 99.667
Round 186, Devices participated 10, Average loss 0.008, Central accuracy on global test data 90.104, Ensemble accuracy on global test data 77.197, Local accuracy on global train data 36.865, Local accuracy on local train data 99.733
Round 187, Devices participated 10, Average loss 0.019, Central accuracy on global test data 89.303, Ensemble accuracy on global test data 77.598, Local accuracy on global train data 37.747, Local accuracy on local train data 99.550
Round 188, Devices participated 10, Average loss 0.009, Central accuracy on global test data 89.353, Ensemble accuracy on global test data 82.461, Local accuracy on global train data 37.043, Local accuracy on local train data 99.717
Round 189, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.093, Ensemble accuracy on global test data 76.992, Local accuracy on global train data 34.575, Local accuracy on local train data 99.817
Round 190, Devices participated 10, Average loss 0.012, Central accuracy on global test data 89.283, Ensemble accuracy on global test data 76.221, Local accuracy on global train data 34.639, Local accuracy on local train data 99.617
Round 191, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.313, Ensemble accuracy on global test data 83.516, Local accuracy on global train data 42.739, Local accuracy on local train data 99.817
Round 192, Devices participated 10, Average loss 0.024, Central accuracy on global test data 89.483, Ensemble accuracy on global test data 83.223, Local accuracy on global train data 32.073, Local accuracy on local train data 99.383
