Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 240, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.321, Ensemble accuracy on global test data 85.576, Local accuracy on global train data 42.241, Local accuracy on local train data 99.817
Round 241, Devices participated 10, Average loss 0.018, Central accuracy on global test data 90.445, Ensemble accuracy on global test data 54.600, Local accuracy on global train data 28.052, Local accuracy on local train data 99.450
Round 242, Devices participated 10, Average loss 0.039, Central accuracy on global test data 89.443, Ensemble accuracy on global test data 82.949, Local accuracy on global train data 40.034, Local accuracy on local train data 99.383
Round 243, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.450, Ensemble accuracy on global test data 82.568, Local accuracy on global train data 37.791, Local accuracy on local train data 99.817
Round 244, Devices participated 10, Average loss 0.007, Central accuracy on global test data 88.552, Ensemble accuracy on global test data 79.521, Local accuracy on global train data 28.811, Local accuracy on local train data 99.783
Round 245, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.744, Ensemble accuracy on global test data 79.678, Local accuracy on global train data 32.234, Local accuracy on local train data 99.750
Round 246, Devices participated 10, Average loss 0.007, Central accuracy on global test data 88.472, Ensemble accuracy on global test data 81.240, Local accuracy on global train data 34.932, Local accuracy on local train data 99.717
Round 247, Devices participated 10, Average loss 0.008, Central accuracy on global test data 88.502, Ensemble accuracy on global test data 76.631, Local accuracy on global train data 40.676, Local accuracy on local train data 99.717
Round 248, Devices participated 10, Average loss 0.009, Central accuracy on global test data 87.480, Ensemble accuracy on global test data 68.516, Local accuracy on global train data 39.424, Local accuracy on local train data 99.783
Round 249, Devices participated 10, Average loss 0.009, Central accuracy on global test data 87.720, Ensemble accuracy on global test data 84.473, Local accuracy on global train data 41.836, Local accuracy on local train data 99.733
Round 250, Devices participated 10, Average loss 0.007, Central accuracy on global test data 88.321, Ensemble accuracy on global test data 73.633, Local accuracy on global train data 39.634, Local accuracy on local train data 99.767
Round 251, Devices participated 10, Average loss 0.043, Central accuracy on global test data 87.911, Ensemble accuracy on global test data 85.137, Local accuracy on global train data 25.911, Local accuracy on local train data 99.050
Round 252, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.810, Ensemble accuracy on global test data 84.727, Local accuracy on global train data 48.386, Local accuracy on local train data 99.783
Round 253, Devices participated 10, Average loss 0.012, Central accuracy on global test data 89.343, Ensemble accuracy on global test data 87.109, Local accuracy on global train data 39.600, Local accuracy on local train data 99.683
Round 254, Devices participated 10, Average loss 0.008, Central accuracy on global test data 90.855, Ensemble accuracy on global test data 85.332, Local accuracy on global train data 34.460, Local accuracy on local train data 99.767
Round 255, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.296, Ensemble accuracy on global test data 84.590, Local accuracy on global train data 34.749, Local accuracy on local train data 99.750
Round 256, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.446, Ensemble accuracy on global test data 71.074, Local accuracy on global train data 34.795, Local accuracy on local train data 99.783
Round 257, Devices participated 10, Average loss 0.005, Central accuracy on global test data 91.496, Ensemble accuracy on global test data 84.619, Local accuracy on global train data 40.256, Local accuracy on local train data 99.850
Round 258, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.014, Ensemble accuracy on global test data 85.908, Local accuracy on global train data 46.282, Local accuracy on local train data 99.917
Round 259, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.956, Ensemble accuracy on global test data 88.379, Local accuracy on global train data 44.563, Local accuracy on local train data 99.817
Round 260, Devices participated 10, Average loss 0.024, Central accuracy on global test data 89.613, Ensemble accuracy on global test data 80.781, Local accuracy on global train data 38.789, Local accuracy on local train data 99.367
Round 261, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.024, Ensemble accuracy on global test data 84.463, Local accuracy on global train data 48.547, Local accuracy on local train data 99.900
Round 262, Devices participated 10, Average loss 0.023, Central accuracy on global test data 90.525, Ensemble accuracy on global test data 77.227, Local accuracy on global train data 36.870, Local accuracy on local train data 99.433
Round 263, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.366, Ensemble accuracy on global test data 86.084, Local accuracy on global train data 39.092, Local accuracy on local train data 99.750
Round 264, Devices participated 10, Average loss 0.019, Central accuracy on global test data 89.724, Ensemble accuracy on global test data 79.414, Local accuracy on global train data 39.001, Local accuracy on local train data 99.600
Round 265, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.383, Ensemble accuracy on global test data 81.377, Local accuracy on global train data 26.262, Local accuracy on local train data 99.783
Round 266, Devices participated 10, Average loss 0.020, Central accuracy on global test data 90.545, Ensemble accuracy on global test data 59.004, Local accuracy on global train data 24.167, Local accuracy on local train data 99.383
Round 267, Devices participated 10, Average loss 0.018, Central accuracy on global test data 88.632, Ensemble accuracy on global test data 86.572, Local accuracy on global train data 38.149, Local accuracy on local train data 99.567
Round 268, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.273, Ensemble accuracy on global test data 77.842, Local accuracy on global train data 40.442, Local accuracy on local train data 99.817
Round 269, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.932, Ensemble accuracy on global test data 74.229, Local accuracy on global train data 34.329, Local accuracy on local train data 99.850
Round 270, Devices participated 10, Average loss 0.017, Central accuracy on global test data 88.612, Ensemble accuracy on global test data 87.354, Local accuracy on global train data 32.483, Local accuracy on local train data 99.550
Round 271, Devices participated 10, Average loss 0.004, Central accuracy on global test data 89.052, Ensemble accuracy on global test data 87.715, Local accuracy on global train data 44.382, Local accuracy on local train data 99.883
Round 272, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.405, Ensemble accuracy on global test data 85.273, Local accuracy on global train data 39.373, Local accuracy on local train data 99.700
Round 273, Devices participated 10, Average loss 0.026, Central accuracy on global test data 90.194, Ensemble accuracy on global test data 84.756, Local accuracy on global train data 27.278, Local accuracy on local train data 99.550
Round 274, Devices participated 10, Average loss 0.008, Central accuracy on global test data 90.435, Ensemble accuracy on global test data 81.191, Local accuracy on global train data 35.803, Local accuracy on local train data 99.750
Round 275, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.495, Ensemble accuracy on global test data 77.178, Local accuracy on global train data 41.638, Local accuracy on local train data 99.817
Round 276, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.495, Ensemble accuracy on global test data 86.523, Local accuracy on global train data 49.951, Local accuracy on local train data 99.867
Round 277, Devices participated 10, Average loss 0.007, Central accuracy on global test data 90.214, Ensemble accuracy on global test data 85.615, Local accuracy on global train data 43.086, Local accuracy on local train data 99.800
Round 278, Devices participated 10, Average loss 0.008, Central accuracy on global test data 85.737, Ensemble accuracy on global test data 77.686, Local accuracy on global train data 42.705, Local accuracy on local train data 99.800
Round 279, Devices participated 10, Average loss 0.005, Central accuracy on global test data 87.780, Ensemble accuracy on global test data 88.223, Local accuracy on global train data 54.619, Local accuracy on local train data 99.917
Round 280, Devices participated 10, Average loss 0.007, Central accuracy on global test data 86.058, Ensemble accuracy on global test data 82.598, Local accuracy on global train data 35.776, Local accuracy on local train data 99.717
Round 281, Devices participated 10, Average loss 0.008, Central accuracy on global test data 89.273, Ensemble accuracy on global test data 82.197, Local accuracy on global train data 30.005, Local accuracy on local train data 99.733
Round 282, Devices participated 10, Average loss 0.014, Central accuracy on global test data 88.351, Ensemble accuracy on global test data 84.033, Local accuracy on global train data 43.755, Local accuracy on local train data 99.633
Round 283, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.841, Ensemble accuracy on global test data 84.180, Local accuracy on global train data 42.766, Local accuracy on local train data 99.800
Round 284, Devices participated 10, Average loss 0.011, Central accuracy on global test data 84.245, Ensemble accuracy on global test data 82.500, Local accuracy on global train data 25.049, Local accuracy on local train data 99.567
Round 285, Devices participated 10, Average loss 0.018, Central accuracy on global test data 88.962, Ensemble accuracy on global test data 87.803, Local accuracy on global train data 35.957, Local accuracy on local train data 99.467
Round 286, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.336, Ensemble accuracy on global test data 84.102, Local accuracy on global train data 34.316, Local accuracy on local train data 99.767
Round 287, Devices participated 10, Average loss 0.014, Central accuracy on global test data 91.246, Ensemble accuracy on global test data 71.396, Local accuracy on global train data 35.120, Local accuracy on local train data 99.650
Round 288, Devices participated 10, Average loss 0.009, Central accuracy on global test data 91.827, Ensemble accuracy on global test data 74.082, Local accuracy on global train data 34.817, Local accuracy on local train data 99.733
Round 289, Devices participated 10, Average loss 0.009, Central accuracy on global test data 86.579, Ensemble accuracy on global test data 80.586, Local accuracy on global train data 39.031, Local accuracy on local train data 99.700
Round 290, Devices participated 10, Average loss 0.014, Central accuracy on global test data 90.505, Ensemble accuracy on global test data 87.949, Local accuracy on global train data 44.456, Local accuracy on local train data 99.633
Round 291, Devices participated 10, Average loss 0.035, Central accuracy on global test data 87.740, Ensemble accuracy on global test data 80.371, Local accuracy on global train data 40.864, Local accuracy on local train data 99.067
Round 292, Devices participated 10, Average loss 0.005, Central accuracy on global test data 89.413, Ensemble accuracy on global test data 83.398, Local accuracy on global train data 39.900, Local accuracy on local train data 99.833
Round 293, Devices participated 10, Average loss 0.017, Central accuracy on global test data 88.452, Ensemble accuracy on global test data 85.615, Local accuracy on global train data 31.235, Local accuracy on local train data 99.533
Round 294, Devices participated 10, Average loss 0.004, Central accuracy on global test data 89.724, Ensemble accuracy on global test data 87.402, Local accuracy on global train data 51.460, Local accuracy on local train data 99.933
Round 295, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.915, Ensemble accuracy on global test data 86.367, Local accuracy on global train data 40.222, Local accuracy on local train data 99.817
Round 296, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.493, Ensemble accuracy on global test data 87.822, Local accuracy on global train data 36.360, Local accuracy on local train data 99.783
Round 297, Devices participated 10, Average loss 0.016, Central accuracy on global test data 84.585, Ensemble accuracy on global test data 88.242, Local accuracy on global train data 41.521, Local accuracy on local train data 99.717
Round 298, Devices participated 10, Average loss 0.008, Central accuracy on global test data 87.520, Ensemble accuracy on global test data 85.127, Local accuracy on global train data 37.273, Local accuracy on local train data 99.750
Round 299, Devices participated 10, Average loss 0.026, Central accuracy on global test data 89.663, Ensemble accuracy on global test data 85.430, Local accuracy on global train data 36.426, Local accuracy on local train data 99.333
Round 300, Devices participated 10, Average loss 0.005, Central accuracy on global test data 87.981, Ensemble accuracy on global test data 80.430, Local accuracy on global train data 46.970, Local accuracy on local train data 99.900
Round 301, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.106, Ensemble accuracy on global test data 84.121, Local accuracy on global train data 55.466, Local accuracy on local train data 99.900
Round 302, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.233, Ensemble accuracy on global test data 77.129, Local accuracy on global train data 36.040, Local accuracy on local train data 99.783
Round 303, Devices participated 10, Average loss 0.005, Central accuracy on global test data 88.271, Ensemble accuracy on global test data 86.709, Local accuracy on global train data 48.633, Local accuracy on local train data 99.883
Round 304, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.433, Ensemble accuracy on global test data 86.016, Local accuracy on global train data 40.710, Local accuracy on local train data 99.817
Round 305, Devices participated 10, Average loss 0.014, Central accuracy on global test data 90.054, Ensemble accuracy on global test data 87.666, Local accuracy on global train data 46.023, Local accuracy on local train data 99.700
Round 306, Devices participated 10, Average loss 0.011, Central accuracy on global test data 89.954, Ensemble accuracy on global test data 60.693, Local accuracy on global train data 39.346, Local accuracy on local train data 99.667
Round 307, Devices participated 10, Average loss 0.010, Central accuracy on global test data 89.533, Ensemble accuracy on global test data 87.314, Local accuracy on global train data 52.183, Local accuracy on local train data 99.700
Round 308, Devices participated 10, Average loss 0.008, Central accuracy on global test data 88.251, Ensemble accuracy on global test data 85.371, Local accuracy on global train data 45.950, Local accuracy on local train data 99.833
Round 309, Devices participated 10, Average loss 0.003, Central accuracy on global test data 90.014, Ensemble accuracy on global test data 86.406, Local accuracy on global train data 59.800, Local accuracy on local train data 99.950
Round 310, Devices participated 10, Average loss 0.029, Central accuracy on global test data 90.735, Ensemble accuracy on global test data 75.293, Local accuracy on global train data 35.508, Local accuracy on local train data 99.267
Round 311, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.365, Ensemble accuracy on global test data 83.711, Local accuracy on global train data 45.117, Local accuracy on local train data 99.817
Round 312, Devices participated 10, Average loss 0.004, Central accuracy on global test data 89.193, Ensemble accuracy on global test data 84.072, Local accuracy on global train data 53.567, Local accuracy on local train data 99.933
Round 313, Devices participated 10, Average loss 0.010, Central accuracy on global test data 89.143, Ensemble accuracy on global test data 82.520, Local accuracy on global train data 33.601, Local accuracy on local train data 99.750
Round 314, Devices participated 10, Average loss 0.013, Central accuracy on global test data 88.732, Ensemble accuracy on global test data 83.008, Local accuracy on global train data 40.435, Local accuracy on local train data 99.517
Round 315, Devices participated 10, Average loss 0.016, Central accuracy on global test data 87.480, Ensemble accuracy on global test data 85.947, Local accuracy on global train data 45.369, Local accuracy on local train data 99.600
Round 316, Devices participated 10, Average loss 0.005, Central accuracy on global test data 84.445, Ensemble accuracy on global test data 84.062, Local accuracy on global train data 44.294, Local accuracy on local train data 99.833
Round 317, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.405, Ensemble accuracy on global test data 86.201, Local accuracy on global train data 44.863, Local accuracy on local train data 99.833
Round 318, Devices participated 10, Average loss 0.004, Central accuracy on global test data 88.572, Ensemble accuracy on global test data 84.141, Local accuracy on global train data 55.615, Local accuracy on local train data 99.933
Round 319, Devices participated 10, Average loss 0.007, Central accuracy on global test data 90.044, Ensemble accuracy on global test data 73.984, Local accuracy on global train data 38.833, Local accuracy on local train data 99.750
Round 320, Devices participated 10, Average loss 0.009, Central accuracy on global test data 91.577, Ensemble accuracy on global test data 78.682, Local accuracy on global train data 32.864, Local accuracy on local train data 99.667
Round 321, Devices participated 10, Average loss 0.020, Central accuracy on global test data 90.335, Ensemble accuracy on global test data 69.619, Local accuracy on global train data 27.109, Local accuracy on local train data 99.467
Round 322, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.452, Ensemble accuracy on global test data 84.590, Local accuracy on global train data 44.937, Local accuracy on local train data 99.833
Round 323, Devices participated 10, Average loss 0.010, Central accuracy on global test data 87.800, Ensemble accuracy on global test data 78.711, Local accuracy on global train data 38.616, Local accuracy on local train data 99.683
Round 324, Devices participated 10, Average loss 0.009, Central accuracy on global test data 85.687, Ensemble accuracy on global test data 86.328, Local accuracy on global train data 40.479, Local accuracy on local train data 99.717
Round 325, Devices participated 10, Average loss 0.016, Central accuracy on global test data 89.123, Ensemble accuracy on global test data 81.934, Local accuracy on global train data 48.328, Local accuracy on local train data 99.750
Round 326, Devices participated 10, Average loss 0.008, Central accuracy on global test data 88.782, Ensemble accuracy on global test data 86.621, Local accuracy on global train data 52.288, Local accuracy on local train data 99.883
Round 327, Devices participated 10, Average loss 0.009, Central accuracy on global test data 88.391, Ensemble accuracy on global test data 80.928, Local accuracy on global train data 40.881, Local accuracy on local train data 99.783
Round 328, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.046, Ensemble accuracy on global test data 80.791, Local accuracy on global train data 30.303, Local accuracy on local train data 99.700
Round 329, Devices participated 10, Average loss 0.016, Central accuracy on global test data 88.582, Ensemble accuracy on global test data 82.598, Local accuracy on global train data 45.347, Local accuracy on local train data 99.600
Round 330, Devices participated 10, Average loss 0.012, Central accuracy on global test data 86.639, Ensemble accuracy on global test data 70.967, Local accuracy on global train data 36.726, Local accuracy on local train data 99.567
Round 331, Devices participated 10, Average loss 0.006, Central accuracy on global test data 86.909, Ensemble accuracy on global test data 85.137, Local accuracy on global train data 56.506, Local accuracy on local train data 99.833
Round 332, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.784, Ensemble accuracy on global test data 83.486, Local accuracy on global train data 37.366, Local accuracy on local train data 99.833
Round 333, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.605, Ensemble accuracy on global test data 82.754, Local accuracy on global train data 45.002, Local accuracy on local train data 99.783
Round 334, Devices participated 10, Average loss 0.004, Central accuracy on global test data 90.455, Ensemble accuracy on global test data 83.154, Local accuracy on global train data 42.104, Local accuracy on local train data 99.917
Round 335, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.533, Ensemble accuracy on global test data 87.559, Local accuracy on global train data 40.276, Local accuracy on local train data 99.767
Round 336, Devices participated 10, Average loss 0.028, Central accuracy on global test data 89.032, Ensemble accuracy on global test data 80.547, Local accuracy on global train data 40.146, Local accuracy on local train data 99.333
Round 337, Devices participated 10, Average loss 0.013, Central accuracy on global test data 88.652, Ensemble accuracy on global test data 84.199, Local accuracy on global train data 50.835, Local accuracy on local train data 99.650
Round 338, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.246, Ensemble accuracy on global test data 78.066, Local accuracy on global train data 25.159, Local accuracy on local train data 99.650
Round 339, Devices participated 10, Average loss 0.006, Central accuracy on global test data 87.981, Ensemble accuracy on global test data 88.545, Local accuracy on global train data 32.014, Local accuracy on local train data 99.850
Round 340, Devices participated 10, Average loss 0.009, Central accuracy on global test data 89.673, Ensemble accuracy on global test data 84.980, Local accuracy on global train data 38.518, Local accuracy on local train data 99.700
Round 341, Devices participated 10, Average loss 0.004, Central accuracy on global test data 88.822, Ensemble accuracy on global test data 85.820, Local accuracy on global train data 54.180, Local accuracy on local train data 99.900
Round 342, Devices participated 10, Average loss 0.008, Central accuracy on global test data 88.772, Ensemble accuracy on global test data 72.129, Local accuracy on global train data 40.193, Local accuracy on local train data 99.750
Round 343, Devices participated 10, Average loss 0.009, Central accuracy on global test data 89.573, Ensemble accuracy on global test data 88.906, Local accuracy on global train data 37.915, Local accuracy on local train data 99.767
Round 344, Devices participated 10, Average loss 0.009, Central accuracy on global test data 91.627, Ensemble accuracy on global test data 76.104, Local accuracy on global train data 41.138, Local accuracy on local train data 99.683
Round 345, Devices participated 10, Average loss 0.054, Central accuracy on global test data 91.386, Ensemble accuracy on global test data 84.160, Local accuracy on global train data 31.548, Local accuracy on local train data 99.383
Round 346, Devices participated 10, Average loss 0.032, Central accuracy on global test data 87.250, Ensemble accuracy on global test data 83.086, Local accuracy on global train data 44.941, Local accuracy on local train data 99.417
Round 347, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.093, Ensemble accuracy on global test data 84.248, Local accuracy on global train data 48.579, Local accuracy on local train data 99.800
Round 348, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.231, Ensemble accuracy on global test data 80.615, Local accuracy on global train data 32.283, Local accuracy on local train data 99.833
Round 349, Devices participated 10, Average loss 0.004, Central accuracy on global test data 87.139, Ensemble accuracy on global test data 87.109, Local accuracy on global train data 48.562, Local accuracy on local train data 99.950
Round 350, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.052, Ensemble accuracy on global test data 86.641, Local accuracy on global train data 52.058, Local accuracy on local train data 99.917
Round 351, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.555, Ensemble accuracy on global test data 81.895, Local accuracy on global train data 38.354, Local accuracy on local train data 99.700
Round 352, Devices participated 10, Average loss 0.008, Central accuracy on global test data 90.294, Ensemble accuracy on global test data 86.035, Local accuracy on global train data 37.305, Local accuracy on local train data 99.783
Round 353, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.545, Ensemble accuracy on global test data 86.973, Local accuracy on global train data 47.327, Local accuracy on local train data 99.783
Round 354, Devices participated 10, Average loss 0.012, Central accuracy on global test data 90.735, Ensemble accuracy on global test data 85.381, Local accuracy on global train data 49.807, Local accuracy on local train data 99.683
Round 355, Devices participated 10, Average loss 0.006, Central accuracy on global test data 91.887, Ensemble accuracy on global test data 88.555, Local accuracy on global train data 44.949, Local accuracy on local train data 99.817
Round 356, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.131, Ensemble accuracy on global test data 83.857, Local accuracy on global train data 44.348, Local accuracy on local train data 99.883
Round 357, Devices participated 10, Average loss 0.005, Central accuracy on global test data 87.560, Ensemble accuracy on global test data 87.129, Local accuracy on global train data 50.405, Local accuracy on local train data 99.867
Round 358, Devices participated 10, Average loss 0.052, Central accuracy on global test data 90.935, Ensemble accuracy on global test data 88.623, Local accuracy on global train data 42.583, Local accuracy on local train data 99.117
Round 359, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.253, Ensemble accuracy on global test data 83.740, Local accuracy on global train data 37.820, Local accuracy on local train data 99.767
Round 360, Devices participated 10, Average loss 0.007, Central accuracy on global test data 90.194, Ensemble accuracy on global test data 83.164, Local accuracy on global train data 40.146, Local accuracy on local train data 99.750
Round 361, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.717, Ensemble accuracy on global test data 81.025, Local accuracy on global train data 42.471, Local accuracy on local train data 99.817
Round 362, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.525, Ensemble accuracy on global test data 86.162, Local accuracy on global train data 43.799, Local accuracy on local train data 99.917
Round 363, Devices participated 10, Average loss 0.006, Central accuracy on global test data 91.707, Ensemble accuracy on global test data 88.574, Local accuracy on global train data 50.117, Local accuracy on local train data 99.817
Round 364, Devices participated 10, Average loss 0.007, Central accuracy on global test data 89.163, Ensemble accuracy on global test data 76.270, Local accuracy on global train data 47.400, Local accuracy on local train data 99.767
Round 365, Devices participated 10, Average loss 0.005, Central accuracy on global test data 89.734, Ensemble accuracy on global test data 87.539, Local accuracy on global train data 46.292, Local accuracy on local train data 99.850
Round 366, Devices participated 10, Average loss 0.006, Central accuracy on global test data 86.829, Ensemble accuracy on global test data 86.875, Local accuracy on global train data 44.968, Local accuracy on local train data 99.783
Round 367, Devices participated 10, Average loss 0.013, Central accuracy on global test data 85.587, Ensemble accuracy on global test data 87.812, Local accuracy on global train data 40.427, Local accuracy on local train data 99.650
Round 368, Devices participated 10, Average loss 0.007, Central accuracy on global test data 84.505, Ensemble accuracy on global test data 81.602, Local accuracy on global train data 38.376, Local accuracy on local train data 99.783
Round 369, Devices participated 10, Average loss 0.006, Central accuracy on global test data 84.936, Ensemble accuracy on global test data 87.529, Local accuracy on global train data 56.353, Local accuracy on local train data 99.883
Round 370, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.964, Ensemble accuracy on global test data 87.715, Local accuracy on global train data 41.531, Local accuracy on local train data 99.767
Round 371, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.984, Ensemble accuracy on global test data 86.523, Local accuracy on global train data 50.261, Local accuracy on local train data 99.767
Round 372, Devices participated 10, Average loss 0.019, Central accuracy on global test data 88.041, Ensemble accuracy on global test data 66.367, Local accuracy on global train data 39.885, Local accuracy on local train data 99.583
Round 373, Devices participated 10, Average loss 0.008, Central accuracy on global test data 89.824, Ensemble accuracy on global test data 85.527, Local accuracy on global train data 47.305, Local accuracy on local train data 99.817
Round 374, Devices participated 10, Average loss 0.008, Central accuracy on global test data 90.004, Ensemble accuracy on global test data 79.668, Local accuracy on global train data 40.251, Local accuracy on local train data 99.783
Round 375, Devices participated 10, Average loss 0.007, Central accuracy on global test data 90.375, Ensemble accuracy on global test data 79.648, Local accuracy on global train data 42.849, Local accuracy on local train data 99.733
Round 376, Devices participated 10, Average loss 0.009, Central accuracy on global test data 89.593, Ensemble accuracy on global test data 84.365, Local accuracy on global train data 46.282, Local accuracy on local train data 99.700
Round 377, Devices participated 10, Average loss 0.006, Central accuracy on global test data 91.006, Ensemble accuracy on global test data 81.719, Local accuracy on global train data 54.072, Local accuracy on local train data 99.850
Round 378, Devices participated 10, Average loss 0.022, Central accuracy on global test data 90.214, Ensemble accuracy on global test data 85.215, Local accuracy on global train data 40.107, Local accuracy on local train data 99.483
Round 379, Devices participated 10, Average loss 0.008, Central accuracy on global test data 89.954, Ensemble accuracy on global test data 85.254, Local accuracy on global train data 48.171, Local accuracy on local train data 99.750
Round 380, Devices participated 10, Average loss 0.008, Central accuracy on global test data 92.137, Ensemble accuracy on global test data 85.264, Local accuracy on global train data 44.434, Local accuracy on local train data 99.817
Round 381, Devices participated 10, Average loss 0.029, Central accuracy on global test data 90.605, Ensemble accuracy on global test data 83.789, Local accuracy on global train data 47.498, Local accuracy on local train data 99.717
Round 382, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.214, Ensemble accuracy on global test data 83.359, Local accuracy on global train data 41.289, Local accuracy on local train data 99.900
Round 383, Devices participated 10, Average loss 0.004, Central accuracy on global test data 89.884, Ensemble accuracy on global test data 83.750, Local accuracy on global train data 55.139, Local accuracy on local train data 99.867
Round 384, Devices participated 10, Average loss 0.007, Central accuracy on global test data 88.922, Ensemble accuracy on global test data 70.615, Local accuracy on global train data 38.694, Local accuracy on local train data 99.800
Round 385, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.086, Ensemble accuracy on global test data 81.748, Local accuracy on global train data 37.019, Local accuracy on local train data 99.767
Round 386, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.254, Ensemble accuracy on global test data 76.523, Local accuracy on global train data 33.584, Local accuracy on local train data 99.783
Round 387, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.577, Ensemble accuracy on global test data 80.830, Local accuracy on global train data 45.286, Local accuracy on local train data 99.767
Round 388, Devices participated 10, Average loss 0.008, Central accuracy on global test data 89.373, Ensemble accuracy on global test data 82.100, Local accuracy on global train data 38.423, Local accuracy on local train data 99.750
Round 389, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.650, Ensemble accuracy on global test data 84.277, Local accuracy on global train data 42.734, Local accuracy on local train data 99.767
Round 390, Devices participated 10, Average loss 0.008, Central accuracy on global test data 83.774, Ensemble accuracy on global test data 87.930, Local accuracy on global train data 42.908, Local accuracy on local train data 99.800
Round 391, Devices participated 10, Average loss 0.009, Central accuracy on global test data 87.971, Ensemble accuracy on global test data 88.945, Local accuracy on global train data 43.872, Local accuracy on local train data 99.717
Round 392, Devices participated 10, Average loss 0.008, Central accuracy on global test data 92.027, Ensemble accuracy on global test data 82.842, Local accuracy on global train data 43.455, Local accuracy on local train data 99.767
Round 393, Devices participated 10, Average loss 0.008, Central accuracy on global test data 92.558, Ensemble accuracy on global test data 68.916, Local accuracy on global train data 34.353, Local accuracy on local train data 99.650
Round 394, Devices participated 10, Average loss 0.006, Central accuracy on global test data 88.972, Ensemble accuracy on global test data 84.404, Local accuracy on global train data 43.633, Local accuracy on local train data 99.883
Round 395, Devices participated 10, Average loss 0.009, Central accuracy on global test data 91.356, Ensemble accuracy on global test data 80.176, Local accuracy on global train data 39.775, Local accuracy on local train data 99.750
Round 396, Devices participated 10, Average loss 0.010, Central accuracy on global test data 89.914, Ensemble accuracy on global test data 86.123, Local accuracy on global train data 39.810, Local accuracy on local train data 99.717
Round 397, Devices participated 10, Average loss 0.006, Central accuracy on global test data 87.079, Ensemble accuracy on global test data 85.059, Local accuracy on global train data 44.551, Local accuracy on local train data 99.800
Round 398, Devices participated 10, Average loss 0.005, Central accuracy on global test data 89.153, Ensemble accuracy on global test data 86.104, Local accuracy on global train data 43.860, Local accuracy on local train data 99.850
Round 399, Devices participated 10, Average loss 0.011, Central accuracy on global test data 88.021, Ensemble accuracy on global test data 87.305, Local accuracy on global train data 37.998, Local accuracy on local train data 99.650
Round 400, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.413, Ensemble accuracy on global test data 84.844, Local accuracy on global train data 42.363, Local accuracy on local train data 99.800
Round 401, Devices participated 10, Average loss 0.007, Central accuracy on global test data 84.205, Ensemble accuracy on global test data 78.057, Local accuracy on global train data 42.209, Local accuracy on local train data 99.783
Round 402, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.415, Ensemble accuracy on global test data 86.289, Local accuracy on global train data 55.002, Local accuracy on local train data 99.800
